Taman Air Duta,Jl. Alamsyah Ratu Prawira Negara,Tempat Rekreasi,Bandar Lampung,Bandar Lampung,Lampung,Tempat bermain air dan wahana keluarga,"wahana air, keluarga",35000.0
Transmart Lampung,Jl. ZA Pagar Alam No. 52,Tempat Rekreasi,Bandar Lampung,Bandar Lampung,Lampung,Pusat perbelanjaan dan hiburan keluarga dengan berbagai permainan,"hiburan, belanja",45000.0
Lembah Hijau Waterpark,Jl. Raya Way Lalaan,Tempat Rekreasi,Kabupaten Lampung Selatan,Lampung Selatan,Lampung,Taman bermain air dengan berbagai wahana untuk keluarga,"taman air, keluarga",60000.0
Taman Kota 2 Bandar Lampung,Jl. Ir. Sutami,Tempat Rekreasi,Bandar Lampung,Bandar Lampung,Lampung,Tempat bermain outdoor dan taman kota yang luas,"taman kota, bermain",0.0
Cahaya Lintas,Jl. Lintas Sumatera No. 45,Tempat Rekreasi,Kabupaten Lampung Tengah,Lampung Tengah,Lampung,Tempat rekreasi dengan berbagai wahana dan spot foto menarik,"wahana, spot foto",25000.0
Puncak Mas,Jl. Raya Puncak Mas No. 10,Tempat Wisata,Bandar Lampung,Bandar Lampung,Lampung,Tempat wisata dengan pemandangan indah dan berbagai fasilitas bermain,"wisata alam, pemandangan",20000.0
Taman Kupu-Kupu Gita Persada,Jl. Raya Gita Persada No. 25,Tempat Wisata,Bandar Lampung,Bandar Lampung,Lampung,Tempat wisata edukasi dengan koleksi kupu-kupu dan taman,"edukasi, taman",30000.0
GTM Waterpark,Jl. Raya Pesawaran No. 3,Tempat Rekreasi,Kabupaten Pesawaran,Pesawaran,Lampung,Waterpark dengan berbagai wahana seru untuk keluarga,"waterpark, keluarga",40000.0
Fun & Play,Sebelah Jl. Raya Kartini,Tempat Rekreasi,Bandar Lampung,Bandar Lampung,Lampung,Tempat bermain keluarga dengan berbagai fasilitas permainan,"keluarga, permainan",50000.0
Bukit Sakura,Jl. Raya Bukit Sakura No. 8,Tempat Wisata,Bandar Lampung,Bandar Lampung,Lampung,Tempat wisata alam dengan pemandangan indah dan fasilitas bermain,"alam, wisata keluarga",35000.0
Taman Wisata Siger,Jl. Raya Teluk Betung,Tempat Wisata,Bandar Lampung,Bandar Lampung,Lampung,Tempat wisata dengan patung Siger dan berbagai wahana hiburan,"wisata, wahana",15000.0
Lampung Elephant Park,Jl. Way Ratai No. 2,Tempat Wisata,Bandar Lampung,Bandar Lampung,Lampung,Tempat wisata edukasi dengan gajah dan berbagai permainan anak,"edukasi, gajah",35000.0
Desa Wisata Sumber Rejo,Jl. Raya Sumber Rejo No. 1,Tempat Wisata,Kabupaten Lampung Selatan,Lampung Selatan,Lampung,Desa wisata dengan pemandangan alam dan kegiatan tradisional,"desa wisata, tradisi",20000.0
Puncak Setia,Jl. Raya Puncak Setia No. 7,Tempat Wisata,Kabupaten Lampung Barat,Lampung Barat,Lampung,Tempat wisata dengan pemandangan alam yang mempesona,"wisata alam, pemandangan",25000.0
Taman Wisata Alam Bukit Barisan,Jl. Bukit Barisan No. 9,Tempat Wisata,Kabupaten Way Kanan,Way Kanan,Lampung,Tempat wisata alam dengan hutan tropis dan berbagai jalur trekking,"alam, trekking",20000.0
Curup Tujuh,Jl. Curup Tujuh No. 12,Tempat Wisata,Kabupaten Lampung Barat,Lampung Barat,Lampung,Air terjun dengan pemandangan indah dan jalur trekking,"air terjun, trekking",15000.0
Kampung Wisata Taman Sari,Jl. Raya Taman Sari No. 5,Tempat Wisata,Kabupaten Lampung Tengah,Lampung Tengah,Lampung,Desa wisata dengan pemandangan alam dan kegiatan outdoor,"desa wisata, outdoor",25000.0
Lions Waterpark,Jl. Raya Sidorejo No. 16,Tempat Rekreasi,Bandar Lampung,Bandar Lampung,Lampung,Tempat bermain air dengan berbagai wahana rekreasi,"waterpark, wahana air",45000.0
Pusat Kuliner dan Hiburan Trans Studio Mall,Jl. Pahlawan No. 12,Tempat Rekreasi,Bandar Lampung,Bandar Lampung,Lampung,Pusat kuliner dan hiburan dengan berbagai wahana dan permainan,"kuliner, wahana",50000.0
Taman Wisata Kurnia Jaya,Jl. Raya Kurnia Jaya No. 23,Tempat Wisata,Kabupaten Tanggamus,Tanggamus,Lampung,Tempat wisata dengan berbagai wahana alam dan rekreasi,"wisata alam, rekreasi",35000.0
Taman Rekreasi Gunung Rajabasa,Jl. Raya Rajabasa No. 10,Tempat Wisata,Kabupaten Lampung Selatan,Lampung Selatan,Lampung,Tempat wisata alam dengan pemandangan indah dan fasilitas bermain,"alam, rekreasi",25000.0
Kebun Teh Wonosobo,Jl. Wonosobo No. 8,Tempat Wisata,Kabupaten Tanggamus,Tanggamus,Lampung,Tempat wisata kebun teh dengan suasana sejuk dan kegiatan edukasi,"kebun teh, edukasi",30000.0
Kampung Wisata Way Kambas,Jl. Raya Way Kambas No. 2,Tempat Wisata,Kabupaten Lampung Timur,Lampung Timur,Lampung,Tempat wisata alam dan satwa dengan berbagai aktivitas keluarga,"alam, satwa",20000.0
Pantai Labuhan Jukung,Jl. Labuhan Jukung No. 18,Tempat Wisata,Kabupaten Tanggamus,Tanggamus,Lampung,Tempat wisata pantai dengan pasir putih dan pemandangan indah,"pantai, wisata alam",25000.0
Wana Wisata Batu Brak,Jl. Raya Batu Brak No. 5,Tempat Wisata,Kabupaten Lampung Barat,Lampung Barat,Lampung,Tempat wisata alam dengan pemandangan dan jalur hiking,"alam, hiking",20000.0
Pulau Banda,"Banda, Maluku",Pulau,Banda,Banda,Maluku,"Pulau yang terkenal dengan keindahan alam bawah laut, sangat populer untuk diving dan snorkeling.","Pulau, Banda, Diving",0.0
Pantai Liang,"Ambon, Maluku",Pantai,Ambon,Ambon,Maluku,"Pantai yang memiliki pasir putih dan air laut yang jernih, cocok untuk berlibur dan snorkeling.","Pantai, Liang, Ambon",0.0
Pulau Nusa Laut,"Ambon, Maluku",Pulau,Ambon,Ambon,Maluku,Pulau kecil yang menawarkan keindahan alam bawah laut yang luar biasa dan cocok untuk diving.,"Pulau, Nusa Laut, Diving",0.0
Pulau Hatta,"Banda, Maluku",Pulau,Banda,Banda,Maluku,Pulau yang terkenal dengan keindahan alam bawah laut dan terumbu karang yang mempesona.,"Pulau, Hatta, Banda",0.0
Pulau Ai,"Banda, Maluku",Pulau,Banda,Banda,Maluku,"Pulau yang menawarkan pemandangan alam yang indah, sangat cocok untuk kegiatan snorkeling.","Pulau, Ai, Banda",0.0
Pantai Pintu Kota,"Ambon, Maluku",Pantai,Ambon,Ambon,Maluku,"Pantai yang terkenal dengan formasi batuan alam dan air laut yang jernih, cocok untuk menikmati keindahan alam.","Pantai, Pintu Kota, Ambon",0.0
Pulau Tiga,"Ambon, Maluku",Pulau,Ambon,Ambon,Maluku,Pulau kecil yang menyuguhkan pesona alam bawah laut yang luar biasa dengan spot diving yang indah.,"Pulau, Tiga, Ambon",0.0
Pulau Molana,"Ambon, Maluku",Pulau,Ambon,Ambon,Maluku,Pulau eksotis yang menawarkan keindahan alam dengan kehidupan laut yang sangat beragam.,"Pulau, Molana, Ambon",0.0
Pantai Santai,"Ambon, Maluku",Pantai,Ambon,Ambon,Maluku,"Pantai yang tenang dan sejuk, sangat cocok untuk bersantai dan menikmati panorama alam sekitar.","Pantai, Santai, Ambon",0.0
Pulau Saparua,"Saparua, Maluku",Pulau,Saparua,Saparua,Maluku,"Pulau dengan sejarah yang kaya dan keindahan alam yang menawan, cocok untuk snorkeling dan menyelam.","Pulau, Saparua, Maluku",0.0
Pulau Bair,"Banda, Maluku",Pulau,Banda,Banda,Maluku,"Pulau dengan pantai pasir putih dan air laut yang sangat jernih, ideal untuk liburan dan snorkeling.","Pulau, Bair, Banda",0.0
Pulau Koon,"Maluku Tenggara, Maluku",Pulau,Maluku Tenggara,Maluku Tenggara,Maluku,"Pulau yang menawarkan keindahan alam bawah laut, sangat populer untuk diving dan snorkeling.","Pulau, Koon, Maluku Tenggara",0.0
Pantai Natsepa,"Ambon, Maluku",Pantai,Ambon,Ambon,Maluku,"Pantai yang terkenal dengan pasir putihnya, sangat cocok untuk menikmati keindahan alam dan bermain air.","Pantai, Natsepa, Ambon",0.0
Pulau Karaka,"Ambon, Maluku",Pulau,Ambon,Ambon,Maluku,"Pulau kecil yang memiliki keindahan alam bawah laut yang menakjubkan, ideal untuk diving dan snorkeling.","Pulau, Karaka, Ambon",0.0
Pulau Seram,"Seram, Maluku",Pulau,Seram,Seram,Maluku,Pulau terbesar di Maluku dengan pemandangan alam yang indah dan kaya akan kehidupan laut.,"Pulau, Seram, Maluku",0.0
Pulau Ternate,"Ternate, Maluku",Pulau,Ternate,Ternate,Maluku,"Pulau yang dikenal dengan keindahan alam dan sejarah, memiliki beberapa spot snorkeling dan diving.","Pulau, Ternate, Maluku",0.0
Pulau Loleo,"Seram, Maluku",Pulau,Seram,Seram,Maluku,Pulau yang menawarkan keindahan alam bawah laut dengan terumbu karang yang masih alami.,"Pulau, Loleo, Seram",0.0
Pantai Hulung,"Ambon, Maluku",Pantai,Ambon,Ambon,Maluku,"Pantai yang terkenal dengan pemandangan alam yang memukau dan air laut yang jernih, cocok untuk berlibur.","Pantai, Hulung, Ambon",0.0
Pulau Teon,"Banda, Maluku",Pulau,Banda,Banda,Maluku,Pulau yang menawarkan keindahan alam bawah laut dengan terumbu karang dan kehidupan laut yang kaya.,"Pulau, Teon, Banda",0.0
Pantai Rumah Tua,"Ambon, Maluku",Pantai,Ambon,Ambon,Maluku,"Pantai yang terkenal dengan suasana yang tenang, ideal untuk menikmati liburan keluarga.","Pantai, Rumah Tua, Ambon",0.0
Pulau Damar,"Banda, Maluku",Pulau,Banda,Banda,Maluku,"Pulau yang eksotis dengan pantai pasir putih dan air laut yang jernih, sangat cocok untuk menyelam dan snorkeling.","Pulau, Damar, Banda",0.0
Pantai Waisama,"Ambon, Maluku",Pantai,Ambon,Ambon,Maluku,"Pantai dengan pasir putih dan air laut yang sangat jernih, ideal untuk berlibur dan bersantai.","Pantai, Waisama, Ambon",0.0
Pantai Amahusu,"Ambon, Maluku",Pantai,Ambon,Ambon,Maluku,"Pantai yang memiliki pemandangan yang indah dan suasana yang tenang, sangat cocok untuk berlibur.","Pantai, Amahusu, Ambon",0.0
Pulau Leti,"Maluku Barat Daya, Maluku",Pulau,Maluku Barat Daya,Maluku Barat Daya,Maluku,Pulau yang terkenal dengan keindahan bawah laut dan pemandangan alam yang sangat menakjubkan.,"Pulau, Leti, Maluku Barat Daya",0.0
Pulau Kai,"Maluku, Maluku",Pulau,Maluku,Maluku,Maluku,Pulau eksotis dengan pemandangan alam yang mempesona dan keindahan bawah laut yang luar biasa.,"Pulau, Kai, Maluku",0.0
Pulau Doi,"Ambon, Maluku",Pulau,Ambon,Ambon,Maluku,"Pulau kecil yang menawarkan keindahan alam bawah laut yang luar biasa, ideal untuk snorkeling dan diving.","Pulau, Doi, Ambon",0.0
Pantai Suli,"Ambon, Maluku",Pantai,Ambon,Ambon,Maluku,"Pantai dengan pasir putih yang halus dan air laut yang jernih, sangat cocok untuk liburan dan bermain air.","Pantai, Suli, Ambon",0.0
Benteng Amsterdam,"Banda, Maluku",Sejarah,Banda,Banda,Maluku,Benteng yang dibangun oleh Belanda pada abad ke-17 dan menjadi salah satu peninggalan sejarah penting di Banda.,"Benteng, Amsterdam, Banda",0.0
Masjid Al-Fatah,"Ambon, Maluku",Religi,Ambon,Ambon,Maluku,"Masjid terbesar di Ambon, dibangun pada abad ke-18 dan menjadi salah satu ikon religi di Maluku.","Masjid, Al-Fatah, Ambon",0.0
Gereja Siloam,"Ambon, Maluku",Religi,Ambon,Ambon,Maluku,Gereja yang memiliki nilai sejarah tinggi dan dikenal dengan arsitektur klasik serta kisah perannya dalam sejarah gereja di Ambon.,"Gereja, Siloam, Ambon",0.0
Kota Tua Banda,"Banda, Maluku",Sejarah,Banda,Banda,Maluku,Kawasan kota tua di Banda yang memiliki banyak bangunan peninggalan kolonial Belanda dan sejarah sejarah maritim.,"Kota Tua, Banda, Sejarah",0.0
Gereja Katholik Katedral Ambon,"Ambon, Maluku",Religi,Ambon,Ambon,Maluku,Gereja Katedral yang berdiri megah di pusat kota Ambon dan menjadi pusat ibadah bagi umat Katholik di Maluku.,"Gereja, Katedral, Ambon",0.0
Masjid Wapauwe,"Kairatu, Maluku",Religi,Kairatu,Seram Barat,Maluku,Masjid yang dikenal sebagai salah satu masjid tertua di Maluku dan menjadi simbol sejarah Islam di wilayah tersebut.,"Masjid, Wapauwe, Kairatu",0.0
Benteng Victoria,"Banda, Maluku",Sejarah,Banda,Banda,Maluku,"Benteng yang dibangun oleh Portugis pada abad ke-16, kini menjadi situs sejarah penting di Maluku.","Benteng, Victoria, Banda",0.0
Gereja Protestan Maluku,"Ambon, Maluku",Religi,Ambon,Ambon,Maluku,Gereja yang merupakan tempat ibadah utama bagi umat Protestan di Maluku dengan sejarah panjang sejak zaman kolonial.,"Gereja, Protestan Maluku, Ambon",0.0
Tugu Perjuangan Rakyat Maluku,"Ambon, Maluku",Sejarah,Ambon,Ambon,Maluku,Tugu yang didirikan untuk mengenang perjuangan rakyat Maluku dalam mempertahankan kemerdekaan Indonesia.,"Tugu, Perjuangan, Ambon",0.0
Masjid Al-Nur,"Ambon, Maluku",Religi,Ambon,Ambon,Maluku,Masjid yang terkenal dengan arsitektur uniknya dan memiliki sejarah panjang dalam perkembangan Islam di Ambon.,"Masjid, Al-Nur, Ambon",0.0
Monumen Keko,"Ambon, Maluku",Sejarah,Ambon,Ambon,Maluku,Monumen yang dibangun untuk mengenang pertempuran yang terjadi antara pasukan Indonesia dan Belanda di Ambon.,"Monumen, Keko, Ambon",0.0
Gereja Maranatha,"Ambon, Maluku",Religi,Ambon,Ambon,Maluku,Gereja yang memiliki nilai sejarah dan menjadi pusat kegiatan umat Kristen di Ambon.,"Gereja, Maranatha, Ambon",0.0
Tugu Merah Putih,"Ambon, Maluku",Sejarah,Ambon,Ambon,Maluku,Tugu yang dibangun untuk memperingati perjuangan kemerdekaan Indonesia di Ambon pada masa penjajahan Belanda.,"Tugu, Merah Putih, Ambon",0.0
Kampung Suku Ambon,"Ambon, Maluku",Sejarah,Ambon,Ambon,Maluku,Kampung dengan budaya Ambon yang khas dan menjadi tempat tinggal masyarakat asli Ambon yang kaya akan nilai sejarah dan budaya.,"Kampung, Suku Ambon, Sejarah",0.0
Masjid Raya Al-Hikmah,"Ternate, Maluku",Religi,Ternate,Ternate,Maluku,Masjid besar yang berada di kota Ternate dan menjadi pusat kegiatan umat Islam di Maluku Utara.,"Masjid, Raya Al-Hikmah, Ternate",0.0
Benteng Tolukko,"Ternate, Maluku",Sejarah,Ternate,Ternate,Maluku,Benteng yang dibangun pada masa penjajahan Portugis dan digunakan untuk melawan penjajah di Ternate.,"Benteng, Tolukko, Ternate",0.0
Gereja St. Ignatius,"Ternate, Maluku",Religi,Ternate,Ternate,Maluku,Gereja yang menjadi salah satu simbol keberadaan agama Katolik di kota Ternate dengan nilai sejarah yang mendalam.,"Gereja, St. Ignatius, Ternate",0.0
Masjid Sultan,"Ternate, Maluku",Religi,Ternate,Ternate,Maluku,Masjid bersejarah yang dibangun pada masa Sultan Ternate dan menjadi pusat kebudayaan Islam di Ternate.,"Masjid, Sultan, Ternate",0.0
Benteng Kalamata,"Ternate, Maluku",Sejarah,Ternate,Ternate,Maluku,"Benteng peninggalan Belanda yang berlokasi di Ternate, berfungsi untuk mengawasi perdagangan rempah-rempah di Maluku.","Benteng, Kalamata, Ternate",0.0
Rumah Pengasingan Soekarno,"Ternate, Maluku",Sejarah,Ternate,Ternate,Maluku,"Rumah yang digunakan sebagai tempat pengasingan Bung Karno, Presiden pertama Republik Indonesia, pada masa penjajahan Belanda.","Rumah, Pengasingan, Soekarno",0.0
Museum Siwalima,"Ambon, Maluku",Sejarah,Ambon,Ambon,Maluku,Museum yang memamerkan koleksi sejarah dan budaya Maluku serta peninggalan dari masa kolonial Belanda.,"Museum, Siwalima, Ambon",0.0
Makam Sultan Babullah,"Ternate, Maluku",Religi,Ternate,Ternate,Maluku,Makam Sultan Babullah yang merupakan pemimpin besar di Ternate pada masa kejayaannya dan menjadi tempat ziarah umat Islam.,"Makam, Sultan Babullah, Ternate",0.0
Masjid Agung Ternate,"Ternate, Maluku",Religi,Ternate,Ternate,Maluku,Masjid agung yang memiliki sejarah panjang dan menjadi pusat ibadah umat Islam di Ternate.,"Masjid, Agung Ternate, Ternate",0.0
Monumen Perang Dunia II,"Ambon, Maluku",Sejarah,Ambon,Ambon,Maluku,Monumen yang dibangun untuk mengenang korban-korban peristiwa Perang Dunia II yang terjadi di Maluku.,"Monumen, Perang Dunia II, Ambon",0.0
Gereja Santo Paulus,"Ambon, Maluku",Religi,Ambon,Ambon,Maluku,Gereja yang bersejarah dengan arsitektur khas Eropa dan menjadi tempat ibadah umat Katolik di Ambon.,"Gereja, Santo Paulus, Ambon",0.0
Kampung Nusantara,"Ambon, Maluku",Sejarah,Ambon,Ambon,Maluku,Kampung yang menjadi simbol keragaman budaya dan suku bangsa yang ada di Maluku.,"Kampung, Nusantara, Ambon",0.0
Benteng Somba Opu,"Makassar, Sulawesi Selatan",Sejarah,Makassar,Gowa,Sulawesi Selatan,"Benteng yang merupakan peninggalan kerajaan Gowa, berperan penting dalam sejarah Maluku dan Sulawesi.","Benteng, Somba Opu, Makassar",0.0
Monumen Perjuangan,"Ternate, Maluku",Sejarah,Ternate,Ternate,Maluku,Monumen yang dibangun untuk mengenang perjuangan rakyat Maluku dalam melawan penjajahan Belanda.,"Monumen, Perjuangan, Ternate",0.0
Taman Wisata Alam Gunung Botak,"Ambon, Maluku",Edukasi,Ambon,Ambon,Maluku,Taman wisata alam yang menawarkan edukasi tentang flora dan fauna serta ekosistem Gunung Botak.,"Taman, Wisata Alam, Gunung Botak",0.0
Pusat Penelitian Perikanan,"Ambon, Maluku",Edukasi,Ambon,Ambon,Maluku,Pusat penelitian yang memberikan informasi tentang perkembangan perikanan di Maluku dan Indonesia.,"Pusat, Penelitian, Perikanan",0.0
Kebun Raya Ambon,"Ambon, Maluku",Edukasi,Ambon,Ambon,Maluku,Kebun raya yang menyajikan koleksi berbagai jenis tanaman endemik dan memberikan edukasi lingkungan bagi pengunjung.,"Kebun Raya, Ambon, Edukasi Alam",0.0
Pantai Hukurila,"Ambon, Maluku",Edukasi,Ambon,Ambon,Maluku,Pantai yang menyediakan edukasi mengenai ekosistem laut dan pentingnya menjaga terumbu karang.,"Pantai, Hukurila, Edukasi Laut",0.0
Museum Negeri Maluku,"Ambon, Maluku",Edukasi,Ambon,Ambon,Maluku,Museum yang menyimpan koleksi sejarah dan kebudayaan Maluku serta peninggalan masa lalu.,"Museum, Negeri Maluku, Edukasi",0.0
Taman Nasional Manusela,"Seram, Maluku",Edukasi,Ambon,Maluku Tengah,Maluku,Taman nasional yang memberikan edukasi tentang biodiversitas hutan tropis dan keanekaragaman hayati di Maluku.,"Taman Nasional, Manusela, Edukasi Alam",0.0
Banda Neira,"Banda, Maluku",Edukasi,Banda,Banda,Maluku,Pulau dengan sejarah panjang mengenai perdagangan rempah-rempah dan perjuangan masyarakat Banda.,"Pulau, Banda, Edukasi Sejarah",0.0
Museum Fatuhiva,"Ambon, Maluku",Edukasi,Ambon,Ambon,Maluku,Museum yang menampilkan koleksi mengenai sejarah kapal dan perikanan di Maluku serta budaya maritim Indonesia.,"Museum, Fatuhiva, Edukasi Maritim",0.0
Kebun Cengkeh,"Banda, Maluku",Edukasi,Banda,Banda,Maluku,Kebun cengkeh yang memberikan edukasi tentang budidaya tanaman rempah yang sangat penting dalam sejarah perdagangan Maluku.,"Kebun, Cengkeh, Banda",0.0
Pusat Konservasi Sumber Daya Alam,"Ambon, Maluku",Edukasi,Ambon,Ambon,Maluku,Pusat yang memberikan edukasi mengenai pentingnya pelestarian alam dan keanekaragaman hayati di Maluku.,"Pusat, Konservasi, Edukasi Alam",0.0
Taman Nasional Widi,"Ternate, Maluku",Edukasi,Ternate,Ternate,Maluku,Taman nasional yang terkenal dengan kekayaan alamnya dan memberikan edukasi tentang pelestarian satwa dan flora langka.,"Taman Nasional, Widi, Edukasi Alam",0.0
Taman Sejarah Ternate,"Ternate, Maluku",Edukasi,Ternate,Ternate,Maluku,Taman yang memberikan wawasan tentang sejarah Ternate sebagai pusat perdagangan dan kerajaan di masa lalu.,"Taman, Sejarah, Ternate",0.0
Pulau Gorom,"Sula, Maluku",Edukasi,Sanana,Maluku Utara,Maluku,Pulau yang menyediakan edukasi tentang kehidupan suku Gorom dan tradisi adat setempat.,"Pulau, Gorom, Suku, Edukasi",0.0
Monumen Perjuangan Rakyat Maluku,"Ambon, Maluku",Edukasi,Ambon,Ambon,Maluku,Monumen yang mengenang perjuangan rakyat Maluku dalam mempertahankan kemerdekaan Indonesia.,"Monumen, Perjuangan, Maluku",0.0
Kampung Adat Wae Rebo,"Ambon, Maluku",Edukasi,Ambon,Ambon,Maluku,Kampung adat yang memberi edukasi tentang tradisi masyarakat adat di Maluku dan pola hidup mereka.,"Kampung, Adat, Wae Rebo",0.0
Observatorium Rasi,"Ambon, Maluku",Edukasi,Ambon,Ambon,Maluku,Observatorium yang memberi kesempatan untuk belajar tentang astronomi dan pengamatan langit di Maluku.,"Observatorium, Rasi, Edukasi",0.0
Taman Wisata Alam Gunung Kelimutu,"Ambon, Maluku",Edukasi,Ambon,Ambon,Maluku,Taman yang memberikan pengetahuan mengenai fenomena alam dan pembelajaran geologi serta flora dan fauna yang ada.,"Taman, Wisata Alam, Gunung Kelimutu",0.0
Pusat Penelitian Laut Banda,"Banda, Maluku",Edukasi,Banda,Banda,Maluku,Pusat penelitian yang berfokus pada konservasi laut dan terumbu karang di perairan Banda.,"Pusat, Penelitian, Laut Banda",0.0
Pusat Budaya Maluku,"Ambon, Maluku",Edukasi,Ambon,Ambon,Maluku,Pusat budaya yang mempromosikan seni dan kebudayaan asli Maluku serta menawarkan berbagai program edukasi bagi pengunjung.,"Pusat, Budaya, Maluku",0.0
Desa Adat Suku Tobelo,"Ternate, Maluku",Edukasi,Ternate,Halmahera Utara,Maluku,Desa yang menjadi tempat edukasi budaya tentang kehidupan suku Tobelo dan adat istiadatnya.,"Desa, Adat, Tobelo",0.0
Museum Kapal Perang,"Ambon, Maluku",Edukasi,Ambon,Ambon,Maluku,"Museum yang menampilkan berbagai kapal perang sejarah Indonesia, memberikan edukasi sejarah militer di Maluku.","Museum, Kapal Perang, Ambon",0.0
Taman Nasional Aketajawe,"Sula, Maluku",Edukasi,Sanana,Sula,Maluku,Taman nasional yang menawarkan edukasi tentang keanekaragaman hayati hutan tropis serta upaya konservasi satwa langka.,"Taman Nasional, Aketajawe, Edukasi Alam",0.0
Pusat Pendidikan Lingkungan,"Ambon, Maluku",Edukasi,Ambon,Ambon,Maluku,Pusat yang berfokus pada edukasi tentang perlindungan lingkungan hidup dan pelestarian alam Maluku.,"Pusat, Pendidikan, Lingkungan",0.0
Kampung Ternate,"Ternate, Maluku",Edukasi,Ternate,Ternate,Maluku,Kampung yang menawarkan edukasi tentang kehidupan masyarakat tradisional dan warisan budaya di Ternate.,"Kampung, Ternate, Edukasi",0.0
Observatorium Ternate,"Ternate, Maluku",Edukasi,Ternate,Ternate,Maluku,Observatorium yang mengedukasi pengunjung tentang alam semesta dan pengamatan bintang serta planet.,"Observatorium, Ternate, Edukasi",0.0
Situs Arkeologi Leang-leang,"Ambon, Maluku",Edukasi,Ambon,Ambon,Maluku,Situs arkeologi yang mengajarkan pengunjung tentang kehidupan purba dan artefak yang ditemukan di Maluku.,"Situs, Arkeologi, Leang-leang",0.0
Kampung Morotai,"Morotai, Maluku Utara",Edukasi,Tobelo,Halmahera Utara,Maluku,Kampung dengan kekayaan sejarah dan budaya yang memberikan edukasi tentang sejarah Perang Dunia II di Maluku Utara.,"Kampung, Morotai, Sejarah",0.0
Museum Ternate,"Ternate, Maluku",Edukasi,Ternate,Ternate,Maluku,Museum yang menampilkan koleksi sejarah dan kebudayaan dari Ternate serta peninggalan sejarah Sultan Ternate.,"Museum, Ternate, Edukasi",0.0
Keraton Sultan Ternate,"Ternate, Maluku",Budaya,Ternate,Ternate,Maluku,"Keraton yang menjadi pusat kerajaan Ternate, menyimpan sejarah panjang kerajaan Islam di Maluku.","Keraton, Sultan Ternate, Sejarah",0.0
Masjid Raya Al-Fatah,"Ambon, Maluku",Budaya,Ambon,Ambon,Maluku,"Masjid yang merupakan ikon agama Islam di Ambon, dengan arsitektur yang menawan.","Masjid, Al-Fatah, Ambon",0.0
Taman Budaya Ambon,"Ambon, Maluku",Budaya,Ambon,Ambon,Maluku,Tempat untuk mengapresiasi seni dan budaya tradisional Ambon melalui berbagai pameran dan pertunjukan.,"Taman Budaya, Ambon, Seni",0.0
Taman Pahlawan Trikora,"Ambon, Maluku",Budaya,Ambon,Ambon,Maluku,Taman yang didedikasikan untuk mengenang perjuangan pahlawan Indonesia di Maluku.,"Taman, Pahlawan, Trikora",0.0
Situs Religi Ternate,"Ternate, Maluku",Budaya,Ternate,Ternate,Maluku,Situs yang menyimpan sejarah perkembangan Islam dan Kerajaan Ternate.,"Situs, Religi, Ternate",0.0
Masjid Al-Munawaroh,"Ternate, Maluku",Budaya,Ternate,Ternate,Maluku,Masjid bersejarah yang menjadi salah satu simbol penting Islam di Maluku.,"Masjid, Al-Munawaroh, Sejarah",0.0
Benteng Oranje,"Banda, Maluku",Budaya,Banda,Banda,Maluku,Benteng peninggalan Belanda yang digunakan untuk mempertahankan kerajaan Banda dari serangan musuh.,"Benteng, Oranje, Sejarah",0.0
Kampung Adat Suku Gorom,"Sula, Maluku",Budaya,Sanana,Sula,Maluku,"Kampung yang memperkenalkan budaya suku Gorom, dengan adat istiadat dan rumah tradisionalnya.","Kampung, Adat, Gorom",0.0
Gua Batu Sapi,"Ambon, Maluku",Budaya,Ambon,Ambon,Maluku,Gua yang menyimpan sejarah peninggalan manusia purba dan budaya prasejarah di Ambon.,"Gua, Batu Sapi, Sejarah",0.0
Masjid Jamik,"Ambon, Maluku",Budaya,Ambon,Ambon,Maluku,Masjid bersejarah yang merupakan pusat kegiatan agama Islam di Ambon dengan arsitektur klasik.,"Masjid, Jamik, Ambon",0.0
Pulau Morotai,"Morotai, Maluku Utara",Budaya,Tobelo,Halmahera Utara,Maluku,Pulau yang kaya akan sejarah Perang Dunia II dan peninggalan budaya masyarakat setempat.,"Pulau, Morotai, Sejarah",0.0
Museum Perang Dunia II,"Morotai, Maluku Utara",Budaya,Tobelo,Halmahera Utara,Maluku,Museum yang mengedukasi pengunjung tentang sejarah perang dunia kedua di wilayah Maluku Utara.,"Museum, Perang Dunia II, Morotai",0.0
Kampung Adat Tobelo,"Ternate, Maluku",Budaya,Ternate,Halmahera Utara,Maluku,Kampung yang memperkenalkan budaya Suku Tobelo dan tradisi yang telah berlangsung turun temurun.,"Kampung, Adat, Tobelo",0.0
Situs Perang Dunia II,"Morotai, Maluku Utara",Budaya,Tobelo,Halmahera Utara,Maluku,Situs sejarah yang memberikan edukasi tentang peristiwa dan jejak Perang Dunia II di Maluku Utara.,"Situs, Perang Dunia II, Morotai",0.0
Benteng Portugis,"Banda, Maluku",Budaya,Banda,Banda,Maluku,Benteng yang dibangun oleh Portugis untuk mempertahankan kekuasaan mereka di kawasan rempah-rempah.,"Benteng, Portugis, Banda",0.0
Gereja Tua Saparua,"Saparua, Maluku",Budaya,Saparua,Maluku Tengah,Maluku,Gereja bersejarah yang menjadi simbol perkembangan agama Kristen di Maluku.,"Gereja, Tua, Saparua",0.0
Gua Maria,"Ambon, Maluku",Budaya,Ambon,Ambon,Maluku,Tempat ziarah yang terkenal dengan kesakralannya bagi umat Katolik di Maluku.,"Gua, Maria, Ziarah",0.0
